title,description,category,location,latitude,longitude,date_start,price,image_url,quality_ml,text
Taller de serigrafía con torneo de basquetbol 3x3,Explora taller de serigrafía en el Museo Regional de Guadalajara. actividades para niños y adultos. gratis.,cultural,Bosque de la Primavera,,,2026-07-01T19:59:30.705519+00:00,,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.6,Taller de serigrafía con torneo de basquetbol 3x3 Explora taller de serigrafía en el Museo Regional de Guadalajara. actividades para niños y adultos. gratis.
Festival de tortas ahogadas con festival de música indie tapatía,Festival de tortas ahogadas en el Parque Revolución. degustaciones incluidas en el boleto. No te lo pierdas.,gastronomico,Estadio Jalisco,20.688070346905025,-103.36995738650958,2026-07-11T19:59:30.707718+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.9,Festival de tortas ahogadas con festival de música indie tapatía Festival de tortas ahogadas en el Parque Revolución. degustaciones incluidas en el boleto. No te lo pierdas.
Celebra el feria del tequila artesanal en Dios,"Feria del tequila artesanal se presenta en el Mercado San Juan de Dios. productos orgánicos certificados. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. ZMG. música en vivo durante el evento. También: festival de danza folclórica.",gastronomico,GDL Arena,20.69589974557961,-103.3658848961166,2026-04-26T19:59:30.707409+00:00,,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.8,"Celebra el feria del tequila artesanal en Dios Feria del tequila artesanal se presenta en el Mercado San Juan de Dios. productos orgánicos certificados. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. ZMG. música en vivo durante el evento. También: festival de danza folclórica."
Vive el ciclo de conferencias literarias en Cabañas,Evento: ciclo de conferencias literarias. no te lo pierdas. más de 30 variedades para probar. También: gaming fest con torneos.,cultural,Lago de Chapala,,,2026-05-01T19:59:30.706131+00:00,,,0.3,Vive el ciclo de conferencias literarias en Cabañas Evento: ciclo de conferencias literarias. no te lo pierdas. más de 30 variedades para probar. También: gaming fest con torneos.
Ciclo de conferencias literarias en Martínez,"Explora ciclo de conferencias literarias en la Galería Jorge Martínez. cupo limitado, reserva tu lugar. También: torneo de tenis.",cultural,Centro Cultural Cabañas,20.695734283060226,-103.38596528602342,2026-06-18T19:59:30.705150+00:00,100.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.9,"Ciclo de conferencias literarias en Martínez Explora ciclo de conferencias literarias en la Galería Jorge Martínez. cupo limitado, reserva tu lugar. También: torneo de tenis."
Torneo de Fútbol con Feria de Comida Local,"Festival de cerveza artesanal con zona de activaciones deportivas, yoga y ciclismo. Más de 20 marcas locales de craft beer, food trucks y música en vivo. Entrada libre, consumo a precio justo. familia. con área de comida y bebidas.",gastronomico,Expo Guadalajara,,,2026-04-22T19:59:30.711427+00:00,0.0,,0.5,"Torneo de Fútbol con Feria de Comida Local Festival de cerveza artesanal con zona de activaciones deportivas, yoga y ciclismo. Más de 20 marcas locales de craft beer, food trucks y música en vivo. Entrada libre, consumo a precio justo. familia. con área de comida y bebidas."
Feria del Libro con Taller de Cocina Mexicana en Tlaquepaque,"Compra libros de autores locales y aprende a preparar platillos tradicionales. Chef invitado de renombre nacional y charla con escritores al finalizar. Entrada libre, ingredientes de origen local garantizado.",gastronomico,Tlaquepaque Centro,20.680601690765375,-103.2358211979945,2026-06-25T19:59:30.711019+00:00,150.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Feria del Libro con Taller de Cocina Mexicana en Tlaquepaque Compra libros de autores locales y aprende a preparar platillos tradicionales. Chef invitado de renombre nacional y charla con escritores al finalizar. Entrada libre, ingredientes de origen local garantizado."
Festival de Mezcal Artesanal y Cine Documental,"Mercado orgánico agroecológico con presentaciones de poesía en vivo y jazz. Más de 40 expositores locales, catálogo impreso disponible.",gastronomico,Estadio Akron,20.6731173078145,-103.40601086420025,2026-06-13T19:59:30.711500+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.9,"Festival de Mezcal Artesanal y Cine Documental Mercado orgánico agroecológico con presentaciones de poesía en vivo y jazz. Más de 40 expositores locales, catálogo impreso disponible."
Taller de meditación y mindfulness con cook-off de pozole,Conoce taller de meditación y mindfulness en el Tecnológico de Monterrey GDL. evento gratuito con registro previo. entrada libre para toda la familia.,otro,Parque Agua Azul,,,2026-07-15T19:59:30.709451+00:00,100.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,0.7,Taller de meditación y mindfulness con cook-off de pozole Conoce taller de meditación y mindfulness en el Tecnológico de Monterrey GDL. evento gratuito con registro previo. entrada libre para toda la familia.
Trail Running por el Bosque con Taller de Fotografía,"Sesión de yoga al aire libre rodeada de instalaciones artísticas interactivas. Con visita guiada a la exposición al finalizar. Cupo limitado, reserva tu lugar.",deportivo,Plaza de Armas,20.68155503870911,-103.42394933551789,2026-06-02T19:59:30.711054+00:00,150.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,0.9,"Trail Running por el Bosque con Taller de Fotografía Sesión de yoga al aire libre rodeada de instalaciones artísticas interactivas. Con visita guiada a la exposición al finalizar. Cupo limitado, reserva tu lugar."
Curso de historia del arte en Cabañas,"Curso de historia del arte se presenta en el Centro Cultural Cabañas. entrada libre los domingos. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. evento especial. zona de descanso habilitada.",cultural,Tlaquepaque Centro,20.64910479592466,-103.33933465133772,2026-05-20T19:59:30.705980+00:00,300.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Curso de historia del arte en Cabañas Curso de historia del arte se presenta en el Centro Cultural Cabañas. entrada libre los domingos. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. evento especial. zona de descanso habilitada."
Torneo de tenis con festival de chiles en nogada,Únete torneo de tenis en el Velódromo Panamericano. apto para principiantes y avanzados. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. cupo limitado.,deportivo,Estadio Jalisco,20.66800971140749,-103.39951620569931,2026-07-06T19:59:30.706858+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,Torneo de tenis con festival de chiles en nogada Únete torneo de tenis en el Velódromo Panamericano. apto para principiantes y avanzados. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. cupo limitado.
Noche de Comedia y Torneo de Basquetbol 3x3,"Concierto de música indie tapatía y carrera nocturna 10K en la Zona Rosa. Cronometraje oficial con chip, puertas abren a las 7 PM. Meet & greet con artistas incluido. estacionamiento disponible.",entretenimiento,Jardín Botánico GDL,20.648165676119522,-103.24422089456435,2026-06-22T19:59:30.711186+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,0.9,"Noche de Comedia y Torneo de Basquetbol 3x3 Concierto de música indie tapatía y carrera nocturna 10K en la Zona Rosa. Cronometraje oficial con chip, puertas abren a las 7 PM. Meet & greet con artistas incluido. estacionamiento disponible."
Charla de desarrollo personal en Telmex,Charla de desarrollo personal próximamente.,otro,Centro Cultural Cabañas,,,2026-06-13T19:59:30.710187+00:00,,,0.325,Charla de desarrollo personal en Telmex Charla de desarrollo personal próximamente.
Yoga y Meditación con Instalación Artística Interactiva,"Sesión de yoga al aire libre rodeada de instalaciones artísticas interactivas. Con visita guiada a la exposición al finalizar. Cupo limitado, reserva tu lugar. gratis.",deportivo,Expo Guadalajara,20.629144226190313,-103.30835403119872,2026-05-31T19:59:30.711492+00:00,,https://cdn.gdlquehacer.mx/img/evento_03.jpg,0.8,"Yoga y Meditación con Instalación Artística Interactiva Sesión de yoga al aire libre rodeada de instalaciones artísticas interactivas. Con visita guiada a la exposición al finalizar. Cupo limitado, reserva tu lugar. gratis."
Carrera nocturna 10k con feria de cosplay y anime,Supérate carrera nocturna 10K en el Parque Agua Azul. premiación para los tres primeros lugares. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. ZMG.,deportivo,Universidad de Guadalajara,20.635094615107192,-103.28542061559014,2026-07-23T19:59:30.707179+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_02.jpg,1.0,Carrera nocturna 10k con feria de cosplay y anime Supérate carrera nocturna 10K en el Parque Agua Azul. premiación para los tres primeros lugares. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. ZMG.
PRESENTACIÓN DE BALLET CLÁSICO EN DEGOLLADO,Celebra presentación de ballet clásico este fin de semana. domingo. entrada libre para toda la familia.,cultural,Universidad de Guadalajara,,,2026-07-14T19:59:30.706089+00:00,,,0.37,PRESENTACIÓN DE BALLET CLÁSICO EN DEGOLLADO Celebra presentación de ballet clásico este fin de semana. domingo. entrada libre para toda la familia.
Ruta del mezcal artesanal en Dios,Saborea ruta del mezcal artesanal en el Mercado San Juan de Dios. concurso de recetas tradicionales. meet & greet con artistas incluido.,gastronomico,Expo Guadalajara,20.612438313170056,-103.32874927548754,2026-08-04T19:59:30.708278+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.9,Ruta del mezcal artesanal en Dios Saborea ruta del mezcal artesanal en el Mercado San Juan de Dios. concurso de recetas tradicionales. meet & greet con artistas incluido.
Taller de fermentados y kombuchas con torneo de pádel mixto,"Disfruta taller de fermentados y kombuchas en Tlaquepaque Centro. ingredientes de origen local garantizado. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! en Guadalajara. También: taller de meditación y mindfulness.",gastronomico,Jardín Botánico GDL,20.691743123940253,-103.34055069478897,2026-06-27T19:59:30.707498+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,"Taller de fermentados y kombuchas con torneo de pádel mixto Disfruta taller de fermentados y kombuchas en Tlaquepaque Centro. ingredientes de origen local garantizado. Un evento imperdible para toda la comunidad tapatía, con actividades diseñadas para disfrutar en familia o con amigos. Entrada libre o boletos a precio accesible. ¡No te quedes fuera! en Guadalajara. También: taller de meditación y mindfulness."
Noche de Arte y Comedia en el Centro Cultural Cabañas,"Proyección de cine documental seguida de concierto de jazz en vivo. La exposición de arte permanecerá abierta durante el evento. Boletos disponibles en taquilla, zona VIP disponible.",cultural,Teatro Degollado,20.643890510891094,-103.34017063285728,2026-07-11T19:59:30.710355+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,0.9,"Noche de Arte y Comedia en el Centro Cultural Cabañas Proyección de cine documental seguida de concierto de jazz en vivo. La exposición de arte permanecerá abierta durante el evento. Boletos disponibles en taquilla, zona VIP disponible."
Clase de yoga al aire libre en Primavera,"Clase de yoga al aire libre se presenta en el Bosque de la Primavera. playera de participación incluida. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. actividades para niños incluidas. puertas abren a las 7 PM.",deportivo,Estadio Jalisco,20.65784120319989,-103.26266414034693,2026-05-29T19:59:30.706827+00:00,150.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,"Clase de yoga al aire libre en Primavera Clase de yoga al aire libre se presenta en el Bosque de la Primavera. playera de participación incluida. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. actividades para niños incluidas. puertas abren a las 7 PM."
Taller de Meditación y Reto de Calistenia Urbana,"Conferencias de salud preventiva y clase masiva de zumba al aire libre. Médico deportivo en sitio, refrigerio incluido para asistentes. Transmisión híbrida presencial y virtual, sesión de preguntas en vivo. con área de comida y bebidas.",otro,Lago de Chapala,20.660068678661307,-103.34264836589276,2026-07-04T19:59:30.710864+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Taller de Meditación y Reto de Calistenia Urbana Conferencias de salud preventiva y clase masiva de zumba al aire libre. Médico deportivo en sitio, refrigerio incluido para asistentes. Transmisión híbrida presencial y virtual, sesión de preguntas en vivo. con área de comida y bebidas."
Taller de meditación y mindfulness con mercado orgánico agroecológico,"Taller de meditación y mindfulness se presenta en el Tecnológico de Monterrey GDL. refrigerio incluido para asistentes. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. transmisión en línea disponible.",otro,Estadio Akron,20.651924216017928,-103.43759309406623,2026-07-05T19:59:30.710229+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_03.jpg,1.0,"Taller de meditación y mindfulness con mercado orgánico agroecológico Taller de meditación y mindfulness se presenta en el Tecnológico de Monterrey GDL. refrigerio incluido para asistentes. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. transmisión en línea disponible."
Noche de improvisación teatral en Guadalajara,"Noche de improvisación teatral se presenta en la Expo Guadalajara. transmisión en vivo por redes sociales. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. domingo. música en vivo durante el evento.",entretenimiento,Parque Metropolitano,,,2026-08-11T19:59:30.708475+00:00,50.0,,0.6,"Noche de improvisación teatral en Guadalajara Noche de improvisación teatral se presenta en la Expo Guadalajara. transmisión en vivo por redes sociales. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. domingo. música en vivo durante el evento."
Conoce el expo de mascotas y animales en GDL,conoce expo de mascotas y animales. música en vivo durante el evento.,otro,Bosque de la Primavera,,,2026-07-04T19:59:30.709408+00:00,0.0,,0.425,Conoce el expo de mascotas y animales en GDL conoce expo de mascotas y animales. música en vivo durante el evento.
TALLER DE PINTURA CON TALLER DE MANUALIDADES RECICLADAS,disfruta taller de pintura. 2025.,cultural,Tlaquepaque Centro,,,2026-06-22T19:59:30.705509+00:00,,,0.295,TALLER DE PINTURA CON TALLER DE MANUALIDADES RECICLADAS disfruta taller de pintura. 2025.
Noche de Comedia y Torneo de Basquetbol 3x3,"Torneo de videojuegos y zona de calistenia urbana en el GDL Arena. Categorías por edad y género, premiación para los tres primeros lugares. Transmisión en vivo por redes sociales, estacionamiento gratuito. domingo.",entretenimiento,Mercado San Juan de Dios,20.63840161826382,-103.35321727771296,2026-08-02T19:59:30.710793+00:00,0.0,,0.8,"Noche de Comedia y Torneo de Basquetbol 3x3 Torneo de videojuegos y zona de calistenia urbana en el GDL Arena. Categorías por edad y género, premiación para los tres primeros lugares. Transmisión en vivo por redes sociales, estacionamiento gratuito. domingo."
Carrera 5K y Festival Gastronómico en el Parque Metropolitano,"Participa en la carrera 5K y después disfruta del festival de tortas ahogadas y tequila artesanal. Premiación para los tres primeros lugares, degustaciones incluidas en el boleto. Evento para toda la familia en el Parque Metropolitano. gratis.",gastronomico,Expo Guadalajara,20.620489949571986,-103.20483231045765,2026-07-07T19:59:30.711295+00:00,150.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,"Carrera 5K y Festival Gastronómico en el Parque Metropolitano Participa en la carrera 5K y después disfruta del festival de tortas ahogadas y tequila artesanal. Premiación para los tres primeros lugares, degustaciones incluidas en el boleto. Evento para toda la familia en el Parque Metropolitano. gratis."
Celebra el exposición de arte contemporáneo en Martínez,"Exposición de arte contemporáneo se presenta en la Galería Jorge Martínez. actividades para niños y adultos. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. domingo. talleres en vivo durante el evento.",cultural,Teatro Degollado,,,2026-07-19T19:59:30.705452+00:00,,,0.5,"Celebra el exposición de arte contemporáneo en Martínez Exposición de arte contemporáneo se presenta en la Galería Jorge Martínez. actividades para niños y adultos. Esta es una oportunidad única para vivir una experiencia cultural en el corazón de Guadalajara. Organizado por colectivos locales con más de diez años de trayectoria. Cupo limitado, reserva ya. domingo. talleres en vivo durante el evento."
Ruta del mezcal artesanal con clase de yoga al aire libre,Disfruta ruta del mezcal artesanal en la Hacienda Santa Lucía. maridaje explicado por sommelier. Jalisco. actividades para niños incluidas. También: encuentro de startups tapatías.,gastronomico,GDL Arena,,,2026-08-04T19:59:30.707384+00:00,,https://cdn.gdlquehacer.mx/img/evento_03.jpg,0.6,Ruta del mezcal artesanal con clase de yoga al aire libre Disfruta ruta del mezcal artesanal en la Hacienda Santa Lucía. maridaje explicado por sommelier. Jalisco. actividades para niños incluidas. También: encuentro de startups tapatías.
Expo de Tecnología Deportiva y Clínica de Atletismo,"Taller de mindfulness seguido de reto de calistenia urbana en el Parque Morelos. Apto para principiantes y avanzados, sesión de preguntas y respuestas al finalizar. comunidad.",otro,Tlaquepaque Centro,20.66767858583826,-103.4131825017422,2026-07-26T19:59:30.710525+00:00,0.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,0.9,"Expo de Tecnología Deportiva y Clínica de Atletismo Taller de mindfulness seguido de reto de calistenia urbana en el Parque Morelos. Apto para principiantes y avanzados, sesión de preguntas y respuestas al finalizar. comunidad."
Torneo de basquetbol 3x3 en Azul,Únete torneo de basquetbol 3x3 en el Parque Agua Azul. médico deportivo en sitio. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. gratis.,deportivo,Tonalá Artesanal,20.695455886218724,-103.44073702125584,2026-07-09T19:59:30.706346+00:00,50.0,https://cdn.gdlquehacer.mx/img/evento_01.jpg,1.0,Torneo de basquetbol 3x3 en Azul Únete torneo de basquetbol 3x3 en el Parque Agua Azul. médico deportivo en sitio. Evento organizado por la comunidad tapatía para celebrar la cultura y el talento local. Habrá actividades para todos los gustos y edades. Consulta el programa completo en nuestras redes sociales. gratis.
